,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
5377,Amillie,0.636,0.673,8,-7.389,1,0.361,0.0713,0.0,0.667,0.779,151.884,104960,21
5378,I Ain't Never Scared,0.621,0.659,7,-8.583,1,0.321,0.0945,0.0,0.777,0.644,73.91,250122,7
5379,Wide Open,0.539,0.555,7,-8.659,1,0.443,0.00283,0.0,0.232,0.593,80.51,159843,19
5380,Dangerous,0.722,0.551,9,-8.152,1,0.201,0.00883,0.0,0.454,0.485,119.815,106344,19
5381,Mercy,0.736,0.532,1,-9.839,1,0.353,0.116,0.0,0.377,0.828,130.319,26018,19
5382,I'll Be Back,0.65,0.632,8,-10.196,0,0.395,0.008,0.0,0.137,0.601,175.169,154645,9
5383,Blackwall Bangin,0.737,0.528,1,-12.078,1,0.429,0.173,0.0,0.645,0.385,84.956,146860,19
5384,Mr. Fresh,0.521,0.561,1,-9.805,1,0.467,0.362,0.0,0.866,0.429,43.243,162220,28
5385,24's Swang On Em,0.683,0.603,7,-10.436,1,0.195,0.0299,0.0,0.156,0.753,148.011,220317,2
5386,Chuck the Deuce,0.684,0.425,2,-9.978,1,0.394,0.0171,0.0,0.337,0.879,136.876,45453,19
5387,Gimme That,0.749,0.652,2,-9.535,1,0.29,0.0473,0.0,0.395,0.834,142.184,107546,19
5388,The Letter,0.596,0.563,11,-10.346,1,0.615,0.357,0.0,0.393,0.479,77.611,130952,13
5389,Our Turn,0.612,0.645,2,-8.871,0,0.36,0.0986,0.0,0.84,0.365,84.561,363337,33
5390,Funk Flex Freestyle Pt. 3,0.638,0.307,11,-13.106,1,0.537,0.0988,6.68e-05,0.336,0.451,88.166,63164,19
5391,Intro,0.501,0.595,5,-8.127,0,0.354,0.0923,0.0,0.457,0.707,97.229,31707,19
5392,Code Red,0.354,0.794,11,-6.982,1,0.165,0.00124,0.0,0.797,0.727,81.59,80160,33
5393,Better On the Other Side (MJ Tribute),0.243,0.815,11,-8.408,0,0.453,0.00485,0.00121,0.581,0.468,172.433,281267,30
5394,Block Music,0.383,0.802,8,-7.582,0,0.43,0.029,3.53e-06,0.881,0.302,172.576,227680,21
5395,Youtube Gangsta,0.356,0.895,8,-5.703,1,0.491,0.235,0.0,0.649,0.768,94.668,162840,35
5396,American Dream,0.49,0.769,10,-6.973,0,0.307,0.131,1.33e-05,0.453,0.652,103.784,78280,10
5397,NBA 2k10,0.402,0.826,2,-5.846,1,0.236,0.0211,0.0428,0.645,0.575,149.711,187320,21
5398,Get That Doe,0.654,0.687,8,-6.497,0,0.122,0.0771,0.0,0.403,0.485,153.977,402707,9
5399,Cold Summer,0.361,0.951,7,-6.439,1,0.594,0.0493,0.0,0.913,0.373,81.566,224760,33
5400,Championship,0.671,0.682,5,-7.572,1,0.109,0.0142,8.03e-06,0.639,0.375,111.051,223733,7
5401,Pink Stuff,0.374,0.804,10,-4.715,0,0.25,0.00223,0.0,0.135,0.532,77.921,207107,11
5402,Big Deal,0.572,0.953,11,-5.88,1,0.336,0.0283,0.0,0.253,0.538,85.972,170720,26
5403,My Life,0.711,0.791,9,-4.501,0,0.139,0.269,0.0,0.119,0.609,82.951,185147,27
5404,Groupie Love,0.466,0.49,0,-7.78,1,0.246,0.00639,0.0,0.426,0.739,92.279,66360,19
5405,Already Ready,0.505,0.68,7,-7.48,1,0.402,0.0982,0.0,0.445,0.644,81.453,126973,35
5406,Music to the Heart,0.429,0.812,9,-6.613,1,0.37,0.00435,5.93e-05,0.703,0.542,81.487,171133,33
5407,R.E.D. Album Coming Soon,0.704,0.559,11,-10.909,1,0.733,0.178,0.0,0.16,0.777,38.214,17880,13
5408,Baggage Claim,0.395,0.81,5,-8.521,0,0.492,0.174,0.0,0.33,0.604,78.353,193507,10
5409,Nightmares,0.438,0.466,1,-6.506,1,0.239,0.224,6.13e-06,0.144,0.0414,85.732,232596,23
5410,Compton Story,0.669,0.7,10,-7.953,0,0.347,0.34,0.0,0.703,0.597,88.892,232454,24
5411,In These Streets,0.596,0.662,8,-7.655,1,0.334,0.0452,0.0,0.33,0.927,85.485,249800,8
5412,Interlude,0.0,0.225,0,-13.461,1,0.0,0.524,0.0,0.308,0.0,0.0,10707,17
5413,Put Em to Bed,0.355,0.976,1,-3.595,1,0.566,0.0057,0.0,0.373,0.462,79.948,221027,31
5414,I'm So Hood,0.486,0.575,10,-10.028,0,0.324,0.0488,0.0,0.495,0.552,108.432,191347,33
5415,Tell Em,0.468,0.806,11,-8.094,1,0.402,0.109,0.0,0.546,0.418,85.006,200547,33
5416,Swagger Like Jerz,0.407,0.738,1,-6.484,0,0.323,0.274,0.0,0.327,0.336,178.024,75467,30
5417,Reflection in the Mirror,0.737,0.655,8,-9.586,0,0.283,0.0929,0.0,0.431,0.546,86.495,208814,1
5418,Smoke It Away,0.431,0.914,7,-8.151,1,0.546,0.309,0.0,0.746,0.69,191.686,117254,21
5419,Get Lifted,0.726,0.561,6,-9.023,0,0.154,0.0598,2.84e-06,0.83,0.545,101.006,182880,24
5420,All These Hoes,0.857,0.448,2,-10.119,1,0.358,0.165,0.0,0.0849,0.266,90.473,262453,14
5421,Voodoo,0.475,0.772,6,-4.542,0,0.49,0.108,0.0,0.0914,0.592,80.57,102227,10
5422,My B***h,0.691,0.644,4,-8.319,0,0.519,0.0721,0.0,0.807,0.364,91.107,212107,33
5423,Welcome to My Hood,0.496,0.649,11,-8.376,0,0.477,0.0393,0.0,0.827,0.257,110.334,181813,33
5424,Midnight Rider,0.425,0.891,3,-6.54,0,0.715,0.0879,0.0,0.557,0.464,76.464,178560,10
5425,Freestyle Pt. 1,0.606,0.872,1,-3.798,0,0.45,0.261,0.0,0.735,0.741,84.178,182747,24
5426,Razor,0.696,0.572,10,-4.933,1,0.226,0.0884,0.0,0.408,0.235,97.085,276560,37
5427,Still Me,0.517,0.748,8,-7.318,1,0.333,0.0414,0.0,0.355,0.529,162.021,135240,37
5428,Phenom,0.435,0.971,11,-3.262,0,0.432,0.256,0.0,0.532,0.517,177.776,154413,30
5429,Streets,0.69,0.765,10,-4.147,0,0.123,0.0953,0.0,0.239,0.581,105.079,94000,27
5430,New Breathe of West Coast,0.599,0.657,4,-4.757,0,0.31,0.17,0.0,0.181,0.349,78.308,129413,10
5431,Murder,0.659,0.475,11,-6.475,0,0.355,0.0873,0.0,0.722,0.546,80.923,220147,24
5432,I'm from the Ghetto,0.35,0.811,2,-4.784,1,0.267,0.237,0.0,0.857,0.159,92.411,73387,33
5433,Snitches,0.448,0.683,2,-10.166,1,0.497,0.0277,0.0,0.411,0.465,87.412,194240,31
5434,Mr. Yayo,0.582,0.765,6,-8.819,1,0.222,0.0184,0.00336,0.341,0.458,82.765,254547,26
5435,Freestyle Pt. 2,0.692,0.949,10,-3.624,0,0.304,0.333,0.0,0.335,0.5,88.854,66707,35
5436,BWS Radio Pt. 2,0.624,0.715,4,-6.837,0,0.337,0.0688,0.0,0.336,0.514,85.313,153205,10
5437,Homicide,0.353,0.561,5,-11.685,0,0.105,0.224,0.0,0.525,0.148,105.907,236704,33
5438,Sickest Rapper Alive,0.578,0.79,11,-9.716,1,0.246,0.0384,0.0,0.105,0.411,143.986,276921,37
5439,Bandanna Side,0.586,0.419,2,-12.805,1,0.188,0.517,7.16e-05,0.416,0.175,167.172,220613,15
5440,Walk These Streets,0.696,0.534,7,-10.677,1,0.177,0.149,0.0,0.431,0.557,81.524,231039,8
5441,Guess Who's Bangin,0.517,0.441,5,-10.859,0,0.264,0.34,0.0,0.755,0.334,82.206,59582,28
5442,Get Ya Money Up,0.0,0.292,1,-13.762,1,0.0,0.948,0.0,0.306,0.0,0.0,9613,17
5443,I Am BWS,0.67,0.479,5,-12.963,1,0.17,0.0566,0.0,0.29,0.21,120.174,213647,22
5444,Doin' That,0.877,0.482,10,-10.146,0,0.406,0.0955,1.05e-05,0.314,0.796,102.865,73793,19
5445,Nice,0.72,0.43,6,-14.416,0,0.171,0.0128,0.0,0.272,0.329,89.3,178376,1
5446,If You from Here,0.771,0.524,0,-13.018,1,0.809,0.27,0.0,0.71,0.881,94.119,83220,36
5447,Live from Amsterdam Pt. 1,0.673,0.62,1,-10.314,1,0.225,0.000157,0.0,0.434,0.477,154.443,112385,19
5448,Now or Never,0.716,0.425,10,-17.751,0,0.933,0.777,0.0,0.798,0.899,101.04,16556,36
5449,Not Gulity,0.533,0.744,6,-10.887,1,0.431,0.0145,0.0,0.18,0.905,85.654,151928,35
5450,No Half Steppin,0.513,0.287,7,-19.087,1,0.533,0.581,0.0038,0.789,0.616,105.52,33739,36
5451,Bay Area King,0.811,0.56,6,-11.66,0,0.39,0.654,0.0,0.118,0.706,94.142,141363,13
5452,We Are Here,0.615,0.392,1,-11.248,1,0.414,0.0887,3.92e-05,0.224,0.525,88.326,255141,22
5453,New West Anthem,0.676,0.534,1,-12.177,0,0.313,0.0604,0.0,0.0876,0.39,91.007,201038,18
5454,Live from Amsterdam Pt. 2,0.539,0.497,1,-13.488,1,0.89,0.332,1.05e-06,0.598,0.906,164.656,59629,13
5455,Intro,0.521,0.879,1,-4.815,1,0.584,0.774,0.0,0.534,0.425,67.233,87303,35
5456,On Fire,0.858,0.443,11,-7.842,0,0.353,0.443,0.0,0.357,0.691,93.956,232309,1
5457,Ghost Ryder,0.57,0.655,6,-5.588,1,0.523,0.0794,0.0,0.367,0.646,93.161,263891,26
5458,I'm Nice,0.442,0.917,2,-3.723,1,0.553,0.17,0.0,0.2,0.471,179.019,243698,16
5459,Tell It,0.488,0.929,0,-4.489,1,0.556,0.201,0.0,0.419,0.555,151.16,266947,16
5460,I Love It,0.583,0.661,6,-9.682,0,0.169,0.000988,2.1e-06,0.294,0.477,153.969,200805,4
5461,Trap Star,0.71,0.688,11,-9.301,1,0.207,0.317,0.0381,0.352,0.696,90.008,204645,8
5462,Get It On,0.414,0.51,9,-9.82,1,0.189,0.0027,0.000171,0.308,0.205,84.407,70428,19
5463,Interlude,0.685,0.674,8,-3.81,0,0.0572,0.441,0.0,0.446,0.77,88.187,23774,35
5464,You Know My Style,0.629,0.882,1,-6.2,1,0.256,0.242,0.0,0.306,0.735,91.094,140854,35
5465,Runaway,0.591,0.604,1,-9.467,1,0.419,0.549,0.0,0.844,0.729,91.117,209556,28
5466,They Sayin,0.74,0.732,2,-3.134,0,0.323,0.185,0.0,0.802,0.785,91.828,73276,24
5467,Shoot at Em,0.621,0.937,1,-6.116,1,0.155,0.207,2.8e-05,0.44,0.884,94.964,101122,35
5468,Make Way,0.428,0.88,1,-2.316,1,0.369,0.437,0.0,0.482,0.653,79.408,230533,31
5469,Twisted,0.691,0.509,8,-9.221,0,0.0773,0.175,0.0,0.121,0.533,88.079,179333,1
5470,Outro,0.504,0.704,8,-5.347,0,0.341,0.216,0.0,0.413,0.17,88.049,284005,11
5471,Red Bottom Boss (feat. Rick Ross),0.422,0.883,10,-5.509,0,0.297,0.0597,0.0,0.378,0.584,84.873,183345,10
5472,The Drill (feat. Ace Hodd & Meek Mill),0.55,0.77,8,-4.999,0,0.0893,0.00683,0.0,0.0979,0.314,82.209,234600,11
5473,"Death Penalty (feat. Fabolous, Eric Bellinger & Slim Thug)",0.784,0.659,2,-6.516,1,0.256,0.0683,0.0,0.244,0.488,139.901,258550,2
5474,Tonight (feat. Mele),0.455,0.893,9,-4.605,1,0.21,0.431,7.9e-06,0.496,0.455,111.512,260240,26
5475,"Greystone (feat. Fat Joe, Young Chris & Sam Hook)",0.419,0.671,10,-6.235,0,0.12,0.531,0.0,0.291,0.627,86.35,200400,6
5476,"Pussy Money Weed (feat. Kid Red, Lifestyle & Ben J)",0.519,0.949,6,-7.168,0,0.501,0.00801,0.0,0.15,0.582,78.593,165147,10
5477,Now That I'm Paid (feat. Rick Ross & Mele),0.615,0.829,9,-5.61,0,0.298,0.642,0.0,0.17,0.753,77.938,207365,6
5478,Skate On (feat. Lupe Fiasco),0.463,0.908,5,-2.988,0,0.309,0.493,0.0,0.893,0.726,89.641,236134,33
5479,When My Niggas Come Home (feat. Snoop Dogg & Pharrell),0.676,0.662,9,-6.129,0,0.307,0.348,0.0,0.309,0.511,76.987,254014,10
5480,She Wanna Have My Baby (feat. Trey Songz),0.723,0.478,11,-8.71,0,0.339,0.738,0.000116,0.112,0.482,79.973,261133,6
5481,Come Up (feat. Drake),0.806,0.856,2,-1.781,1,0.396,0.171,0.0,0.152,0.609,114.914,206294,34
5482,Scared Now,0.578,0.634,2,-5.339,1,0.128,0.028,0.0,0.11,0.181,74.051,299107,23
5483,Ali Bomaye,0.381,0.69,10,-5.312,0,0.455,0.0209,0.0,0.438,0.223,78.239,372707,11
5484,Jesus Piece,0.432,0.676,7,-7.692,1,0.344,0.0569,0.0,0.626,0.256,167.909,233880,21
5485,Pray,0.676,0.66,0,-9.001,1,0.084,0.646,0.0,0.167,0.371,120.271,298160,6
5486,Church,0.81,0.567,11,-7.995,1,0.228,0.0391,0.0,0.118,0.321,138.017,367067,37
5487,All That (Lady),0.47,0.697,4,-7.326,0,0.417,0.352,0.0,0.322,0.532,88.082,214733,10
5488,Heaven's Arms,0.644,0.564,1,-11.549,1,0.353,0.167,2.08e-05,0.114,0.602,167.922,245600,2
5489,Name Me King,0.444,0.815,4,-7.64,0,0.352,0.0297,0.0,0.384,0.374,80.627,241680,10
5490,See No Evil,0.489,0.44,9,-9.24,1,0.283,0.558,0.0,0.151,0.0749,156.81,284280,15
5491,Can't Get Right,0.455,0.64,5,-7.907,0,0.112,0.151,0.0,0.285,0.289,155.98,297493,4
5492,Hallelujah,0.455,0.715,6,-6.496,1,0.145,0.241,0.0,0.605,0.382,84.692,273627,33
5493,Freedom,0.575,0.719,1,-7.626,1,0.431,0.152,1.52e-06,0.172,0.373,85.796,346880,31
5494,Celebration,0.703,0.68,3,-7.706,1,0.234,0.0203,0.0,0.151,0.596,147.929,288640,2
5495,I Remember,0.519,0.493,1,-7.534,1,0.376,0.381,0.0,0.203,0.0571,138.036,281813,5
5496,Blood Diamonds,0.581,0.588,2,-9.369,1,0.28,0.123,0.0,0.21,0.5,149.82,256840,2
5497,Last Supper,0.509,0.725,8,-7.593,1,0.414,0.399,0.0,0.309,0.545,160.112,237493,16
5498,Scared Now,0.578,0.634,2,-5.339,1,0.128,0.028,0.0,0.11,0.181,74.051,299107,23
5499,Ali Bomaye,0.381,0.69,10,-5.312,0,0.455,0.0209,0.0,0.438,0.223,78.239,372707,11
5500,Jesus Piece,0.432,0.676,7,-7.692,1,0.344,0.0569,0.0,0.626,0.256,167.909,233880,21
5501,Pray,0.676,0.66,0,-9.001,1,0.084,0.646,0.0,0.167,0.371,120.271,298160,6
5502,Church,0.81,0.567,11,-7.995,1,0.228,0.0391,0.0,0.118,0.321,138.017,367067,37
5503,All That (Lady),0.47,0.697,4,-7.326,0,0.417,0.352,0.0,0.322,0.532,88.082,214733,10
5504,Heaven's Arms,0.644,0.564,1,-11.549,1,0.353,0.167,2.08e-05,0.114,0.602,167.922,245600,2
5505,Name Me King,0.444,0.815,4,-7.64,0,0.352,0.0297,0.0,0.384,0.374,80.627,241680,10
5506,See No Evil,0.489,0.44,9,-9.24,1,0.283,0.558,0.0,0.151,0.0749,156.807,284293,15
5507,Can't Get Right,0.491,0.637,5,-7.879,0,0.11,0.161,0.0,0.247,0.275,156.306,297493,4
5508,Hallelujah,0.574,0.72,6,-6.453,1,0.121,0.247,0.0,0.586,0.342,84.974,273613,7
5509,Freedom,0.575,0.719,1,-7.626,1,0.431,0.152,1.52e-06,0.172,0.373,85.796,346880,31
5510,Celebration,0.703,0.68,3,-7.706,1,0.234,0.0203,0.0,0.151,0.596,147.929,288640,2
5511,I Remember,0.519,0.493,1,-7.534,1,0.376,0.381,0.0,0.203,0.0571,138.036,281813,5
5512,Blood Diamonds,0.581,0.588,2,-9.369,1,0.28,0.123,0.0,0.207,0.5,149.82,256960,2
5513,Scared Now,0.578,0.634,2,-5.339,1,0.128,0.028,0.0,0.11,0.181,74.051,299107,23
5514,Ali Bomaye,0.381,0.69,10,-5.312,0,0.455,0.0209,0.0,0.438,0.223,78.239,372707,11
5515,Jesus Piece,0.432,0.676,7,-7.692,1,0.344,0.0569,0.0,0.626,0.256,167.909,233880,21
5516,Pray,0.676,0.66,0,-9.001,1,0.084,0.646,0.0,0.167,0.371,120.271,298160,6
5517,All That (Lady),0.6,0.683,4,-7.302,0,0.368,0.359,0.0,0.316,0.501,90.256,214707,10
5518,Name Me King,0.411,0.821,4,-7.648,0,0.355,0.0269,0.0,0.404,0.36,81.02,241693,10
5519,See No Evil,0.485,0.438,9,-9.222,1,0.281,0.568,0.0,0.148,0.081,157.346,284307,15
5520,Can't Get Right,0.452,0.628,5,-7.857,0,0.104,0.167,0.0,0.265,0.276,64.739,297493,11
5521,Heaven's Arms,0.653,0.582,10,-11.533,0,0.357,0.147,2.91e-05,0.112,0.619,168.139,245600,9
5522,Hallelujah,0.389,0.73,6,-6.472,1,0.168,0.228,0.0,0.629,0.342,84.277,273600,33
5523,Freedom,0.522,0.718,1,-7.606,1,0.445,0.164,0.0,0.165,0.387,84.937,346880,31
5524,Celebration,0.702,0.686,3,-7.731,1,0.228,0.0174,0.0,0.148,0.572,147.992,289240,2
5525,Last Supper,0.489,0.734,8,-7.576,1,0.426,0.382,0.0,0.308,0.542,160.495,237507,16
5526,Scared Now,0.578,0.634,2,-5.339,1,0.128,0.028,0.0,0.11,0.181,74.051,299107,23
5527,Ali Bomaye,0.381,0.69,10,-5.312,0,0.455,0.0209,0.0,0.438,0.223,78.239,372707,11
5528,Jesus Piece,0.432,0.676,7,-7.692,1,0.344,0.0569,0.0,0.626,0.256,167.909,233880,21
5529,Pray,0.676,0.66,0,-9.001,1,0.084,0.646,0.0,0.167,0.371,120.271,298160,6
5530,All That (Lady),0.6,0.683,4,-7.302,0,0.368,0.359,0.0,0.316,0.501,90.256,214707,10
5531,Name Me King,0.411,0.821,4,-7.648,0,0.355,0.0269,0.0,0.404,0.36,81.02,241693,10
5532,See No Evil,0.485,0.438,9,-9.222,1,0.281,0.568,0.0,0.148,0.081,157.346,284307,15
5533,Can't Get Right,0.452,0.628,5,-7.857,0,0.104,0.167,0.0,0.265,0.276,64.739,297493,11
5534,Heaven's Arms,0.653,0.582,10,-11.533,0,0.357,0.147,2.91e-05,0.112,0.619,168.139,245600,9
5535,Hallelujah,0.389,0.73,6,-6.472,1,0.168,0.228,0.0,0.629,0.342,84.277,273600,33
5536,Freedom,0.522,0.718,1,-7.606,1,0.445,0.164,0.0,0.165,0.387,84.937,346880,31
5537,Celebration,0.702,0.686,3,-7.731,1,0.228,0.0174,0.0,0.148,0.572,147.992,289240,2
5538,Scared Now,0.624,0.605,2,-5.45,1,0.0925,0.0247,0.0,0.117,0.188,74.047,298907,23
5539,Ali Bomaye,0.525,0.747,10,-4.383,0,0.242,0.0107,0.0,0.339,0.27,71.503,321600,11
5540,Jesus Piece,0.44,0.676,7,-7.749,1,0.337,0.0553,0.0,0.632,0.246,84.284,233827,33
5541,Pray,0.563,0.644,0,-9.063,1,0.0999,0.645,0.0,0.153,0.381,120.371,299253,6
5542,All That (Lady),0.608,0.668,2,-7.395,1,0.357,0.352,0.0,0.152,0.539,90.194,214800,31
5543,Name Me King,0.599,0.809,4,-7.762,0,0.296,0.0236,0.0,0.391,0.352,82.18,243067,11
5544,See No Evil,0.484,0.44,9,-9.363,1,0.259,0.546,0.0,0.137,0.08,155.914,284333,15
5545,Can't Get Right,0.48,0.61,5,-7.904,0,0.0984,0.151,0.0,0.308,0.264,156.109,299987,4
5546,Heaven's Arms,0.659,0.556,1,-11.719,1,0.355,0.114,5.23e-05,0.167,0.597,168.094,247427,2
5547,Hallelujah,0.581,0.79,6,-4.673,1,0.107,0.282,0.0,0.334,0.328,84.972,276720,23
5548,Freedom,0.638,0.783,1,-7.538,1,0.371,0.1,1.71e-05,0.362,0.325,87.015,285733,31
5549,Celebration,0.707,0.665,3,-7.719,1,0.236,0.0205,0.0,0.106,0.591,147.918,290213,2
5550,Last Supper,0.539,0.698,8,-7.808,1,0.398,0.345,0.0,0.296,0.527,160.315,238013,16
5551,Scared Now,0.624,0.605,2,-5.45,1,0.0925,0.0247,0.0,0.117,0.188,74.047,298907,23
5552,Ali Bomaye,0.525,0.747,10,-4.383,0,0.242,0.0107,0.0,0.339,0.27,71.503,321600,11
5553,Jesus Piece,0.44,0.676,7,-7.749,1,0.337,0.0553,0.0,0.632,0.246,84.284,233827,33
5554,Pray,0.563,0.644,0,-9.063,1,0.0999,0.645,0.0,0.153,0.381,120.371,299253,6
5555,All That (Lady),0.608,0.668,2,-7.395,1,0.357,0.352,0.0,0.152,0.539,90.194,214800,31
5556,Name Me King,0.599,0.809,4,-7.762,0,0.296,0.0236,0.0,0.391,0.352,82.18,243067,11
5557,See No Evil,0.484,0.44,9,-9.363,1,0.259,0.546,0.0,0.137,0.08,155.914,284333,15
5558,Can't Get Right,0.48,0.61,5,-7.904,0,0.0984,0.151,0.0,0.308,0.264,156.109,299987,4
5559,Heaven's Arms,0.659,0.556,1,-11.719,1,0.355,0.114,5.23e-05,0.167,0.597,168.094,247427,2
5560,Hallelujah,0.581,0.79,6,-4.673,1,0.107,0.282,0.0,0.334,0.328,84.972,276720,23
5561,Freedom,0.638,0.783,1,-7.538,1,0.371,0.1,1.71e-05,0.362,0.325,87.015,285733,31
5562,Celebration,0.707,0.665,3,-7.719,1,0.236,0.0205,0.0,0.105,0.591,147.918,294827,2
5563,L.A. Times,0.502,0.39,4,-17.522,0,0.425,0.131,0.0,0.388,0.511,84.278,208605,22
5564,Ferrari Lifestyle,0.552,0.675,8,-12.414,1,0.48,0.119,0.0,0.403,0.451,88.009,167523,19
5565,The Kill,0.385,0.633,9,-11.042,1,0.296,0.0218,0.0,0.722,0.345,146.458,163256,21
5566,Purp and Yellow,0.292,0.893,7,-8.528,1,0.405,0.00246,0.0,0.302,0.396,108.298,158567,26
5567,Bad Intentions,0.585,0.564,6,-11.168,0,0.402,0.273,0.0,0.271,0.646,81.844,188577,10
5568,Khaki Suit,0.626,0.371,1,-13.273,1,0.358,0.0114,0.0,0.169,0.457,87.868,128441,19
5569,Wonderful World,0.344,0.567,11,-15.749,0,0.361,0.58,0.0,0.307,0.334,93.716,171737,0
5570,Dedicated,0.758,0.375,9,-15.52,1,0.253,0.353,0.0,0.214,0.604,100.098,188545,22
5571,Soft Rhodes,0.654,0.305,9,-17.918,0,0.31,0.226,0.0,0.135,0.498,85.943,197602,22
5572,Favorite DJ,0.672,0.407,6,-17.161,0,0.296,0.0617,0.0,0.146,0.642,131.004,278309,22
5573,The Ocean,0.531,0.418,8,-16.405,1,0.352,0.0723,0.0,0.335,0.778,81.843,201147,19
5574,its okay,0.6,0.838,8,-7.671,1,0.272,0.00175,0.0,0.106,0.64,163.376,212950,16
5575,Be eazy,0.639,0.728,2,-6.875,0,0.179,0.202,0.0,0.401,0.754,84.993,207700,25
5576,So high,0.553,0.553,7,-10.488,1,0.361,0.0453,0.0,0.317,0.659,78.456,237035,8
5577,Who got the juice,0.684,0.538,2,-9.242,1,0.401,0.08,0.0,0.0614,0.743,90.415,207308,8
5578,Hustla,0.714,0.717,7,-8.048,1,0.405,0.068,0.0,0.34,0.573,86.986,210756,8
5579,Back 2 Back,0.609,0.67,1,-7.857,1,0.366,0.294,0.0,0.676,0.441,89.343,316604,7
5580,100 Bars of crack,0.736,0.838,7,-5.588,1,0.181,0.0209,0.0,0.0594,0.595,94.609,289385,38
5581,Black wall street,0.914,0.527,2,-9.308,1,0.263,0.326,0.0,0.261,0.863,97.028,227579,34
5582,Lights Camera Action,0.914,0.527,2,-9.308,1,0.263,0.326,0.0,0.261,0.863,97.028,227579,34
5583,24s,0.699,0.417,9,-8.638,1,0.272,0.582,0.0,0.124,0.327,80.031,152999,6
5584,What's Beef,0.816,0.812,11,-9.606,0,0.436,0.214,0.0,0.179,0.748,154.782,247144,9
5585,Interlude,0.581,0.128,6,-22.615,1,0.922,0.846,0.0,0.149,0.519,69.93,149081,20
5586,Game Rollin,0.655,0.519,6,-9.886,1,0.0656,0.166,0.0,0.25,0.605,86.848,216607,8
5587,Hurricanes,0.829,0.482,10,-8.0,0,0.393,0.166,0.0,0.0632,0.513,47.65,284317,1
5588,Im a rider,0.7,0.786,2,-8.552,1,0.294,0.123,0.0,0.382,0.285,85.074,161228,31
5589,Hustla music,0.384,0.585,2,-10.49,1,0.412,0.115,0.0,0.36,0.314,78.2,266762,31
5590,The cypha,0.564,0.638,8,-9.969,1,0.423,0.203,0.0,0.0706,0.749,86.78,529293,29
5591,Fire in ya eyes,0.482,0.735,7,-8.327,1,0.255,0.279,0.0,0.804,0.658,85.905,268722,7
5592,My Turn,0.66,0.573,0,-10.073,1,0.283,0.102,0.0,0.161,0.469,91.96,251664,14
5593,Intro,0.602,0.879,1,-5.108,1,0.652,0.794,0.0,0.479,0.433,61.31,87353,35
5594,On Fire,0.855,0.445,6,-8.061,0,0.354,0.424,0.0,0.355,0.693,93.957,232359,18
5595,Ghost Ryder,0.797,0.649,6,-5.812,1,0.428,0.0837,0.0,0.355,0.665,93.082,263941,8
5596,Im Nice,0.435,0.909,2,-3.889,1,0.519,0.149,0.0,0.276,0.474,77.79,243749,31
5597,Tell It,0.507,0.921,0,-4.648,1,0.495,0.222,0.0,0.477,0.608,151.165,266998,16
5598,I Love It,0.583,0.622,6,-9.867,0,0.21,0.00129,1.69e-06,0.204,0.541,153.974,200856,4
5599,Trap Star,0.677,0.708,3,-9.42,0,0.352,0.358,0.0227,0.368,0.664,89.95,204696,10
5600,Get It On,0.478,0.479,9,-9.965,1,0.289,0.00356,2.95e-05,0.308,0.213,83.77,70478,19
5601,Interlude,0.677,0.526,8,-4.076,0,0.0662,0.419,0.0,0.411,0.937,88.184,23824,35
5602,You Know My Style,0.601,0.855,1,-6.339,1,0.261,0.259,0.0,0.305,0.848,90.965,140905,35
5603,Runaway Now,0.587,0.597,1,-9.503,1,0.456,0.53,0.0,0.825,0.73,90.739,209607,28
5604,They Sayin,0.692,0.513,8,-9.381,0,0.0649,0.156,0.0,0.122,0.535,88.024,179383,1
5605,Shoot At Em,0.583,0.685,8,-5.49,0,0.324,0.214,0.0,0.339,0.212,89.797,284056,11
5606,Make Way,0.571,0.615,0,-7.307,0,0.406,0.0236,0.0,0.634,0.451,167.137,255791,21
5607,Twisted,0.499,0.46,1,-12.311,1,0.247,0.0639,0.0,0.192,0.457,157.233,164101,22
5608,Outro,0.695,0.606,6,-7.365,0,0.0563,0.143,0.000227,0.296,0.964,88.066,43651,19
5609,Dr. Dre Intro,0.41,0.236,9,-16.397,0,0.116,0.838,3.42e-06,0.11,0.27,107.951,26027,0
5610,The City,0.574,0.787,11,-4.147,0,0.398,0.176,0.0,0.0918,0.302,144.474,341453,30
5611,Drug Test,0.611,0.895,5,-3.438,0,0.259,0.0694,2.53e-05,0.227,0.548,94.296,166120,25
5612,Martians Vs Goblins,0.476,0.81,4,-3.414,0,0.265,0.0803,0.0,0.568,0.642,83.309,228827,33
5613,Red Nation,0.405,0.889,2,-3.303,1,0.317,0.0922,0.0,0.446,0.338,82.918,229480,31
5614,Dr. Dre 1,0.636,0.379,8,-13.018,1,0.373,0.869,0.000429,0.224,0.482,129.514,25720,0
5615,Good Girls Go Bad,0.38,0.84,1,-4.528,0,0.311,0.0291,0.0,0.87,0.387,159.939,278067,21
5616,Ricky,0.377,0.956,2,-1.806,0,0.148,0.17,0.0,0.169,0.081,83.165,247027,11
5617,"The Good, The Bad, The Ugly",0.571,0.793,1,-3.722,1,0.294,0.158,7.09e-06,0.229,0.284,174.1,148333,5
