Customer,ST,GENDER,Customer Lifetime Value,Income,Monthly Premium Auto,Policy Type,Vehicle Class,Total Claim Amount
ER10834,Nevada,F,26740755.100000005,68787.0,66.0,Personal Auto,Four-Door Car,105.379402
WL46620,Nevada,M,77246783.86999999,29056.0,66.0,Personal Auto,Two-Door Car,355.531267
MO27230,Oregon,F,47082032.84,47829.0,117.0,Personal Auto,SUV,561.6
HD32695,Arizona,F,44474234.55,13128.0,118.0,Personal Auto,Four-Door Car,771.878514
ED89934,California,F,48235580.28000001,58946.0,121.0,Personal Auto,SUV,486.720776
WU63862,Oregon,M,54203618.220000006,31614.0,71.0,Personal Auto,Four-Door Car,234.683628
EW27959,California,F,75831412.11,44667.0,65.0,Personal Auto,Four-Door Car,245.661376
IG15771,Oregon,M,38524251.559999995,0.0,111.0,Personal Auto,Four-Door Car,937.824847
PJ84431,California,M,76474518.23,91512.0,189.0,Personal Auto,Luxury Car,907.2
RW46214,Oregon,F,52296803.4,26540.0,69.0,Personal Auto,Four-Door Car,331.2
VP91482,Oregon,M,36140784.36,0.0,103.0,Personal Auto,SUV,741.6
DZ48278,Nevada,M,28535126.45,38798.0,72.0,Personal Auto,Four-Door Car,332.945455
HC37968,Oregon,F,85433255.39,0.0,117.0,Personal Auto,Sports Car,561.6
CQ15251,Oregon,F,51504165.11,65629.0,64.0,Personal Auto,Four-Door Car,89.411365
QD36906,Nevada,F,87236671.22999999,33291.0,73.0,Personal Auto,Four-Door Car,172.226165
BG95711,California,F,164774779.89999998,57264.0,84.0,Personal Auto,Four-Door Car,129.249842
HR44460,California,F,263385862.60000002,60970.0,110.0,Personal Auto,SUV,94.496547
NE57101,Oregon,M,42444703.52,34220.0,109.0,Corporate Auto,SUV,523.2
UQ34669,Arizona,M,57574422.58,88997.0,72.0,Personal Auto,Four-Door Car,174.041566
BL42392,Arizona,M,48268314.510000005,18779.0,63.0,Personal Auto,Four-Door Car,215.255721
WC52068,Oregon,M,80928769.6,50825.0,102.0,Corporate Auto,SUV,369.614729
GB20532,Arizona,M,30112706.28,0.0,86.0,Personal Auto,Four-Door Car,569.130423
XS74432,California,F,86639192.96000001,29218.0,72.0,Personal Auto,Four-Door Car,502.369442
YA10507,California,M,24715284.310000002,95697.0,61.0,Special Auto,Two-Door Car,114.273025
NL59273,Oregon,F,56272978.86999999,61486.0,70.0,Personal Auto,Two-Door Car,334.13351
BZ81849,Arizona,F,74940873.41,0.0,68.0,Personal Auto,Four-Door Car,326.4
MF83904,Oregon,F,54526254.489999995,17723.0,72.0,Personal Auto,Two-Door Car,345.6
MH14039,California,M,25924377.970000003,72421.0,65.0,Personal Auto,Four-Door Car,312.0
XJ26467,California,F,67218937.42999999,36510.0,84.0,Personal Auto,Four-Door Car,286.781601
BC53546,Oregon,M,55005761.61,35396.0,70.0,Personal Auto,Two-Door Car,336.0
KB58189,Oregon,F,25506590.529999997,69230.0,63.0,Special Auto,Four-Door Car,283.241868
FF31523,Washington,F,77715820.97,28054.0,195.0,Corporate Auto,SUV,571.663256
EE98024,California,F,42363014.54000001,25866.0,109.0,Personal Auto,Four-Door Car,523.2
QA50777,Oregon,F,90250675.25,23675.0,117.0,Personal Auto,Four-Door Car,707.925645
HW36182,California,M,26159119.340000004,0.0,71.0,Personal Auto,Two-Door Car,340.8
SB64064,Nevada,F,23962192.92,0.0,66.0,Personal Auto,Four-Door Car,433.160284
MY60905,California,F,47844162.669999994,0.0,68.0,Personal Auto,Two-Door Car,326.4
FB77856,Nevada,M,38736470.46,28142.0,105.0,Personal Auto,Sports Car,701.708239
XQ93931,Oregon,M,78061374.58,23706.0,68.0,Corporate Auto,Four-Door Car,326.4
WA74455,Arizona,M,47176257.269999996,0.0,131.0,Personal Auto,SUV,628.8
GK98989,Washington,M,56259086.71,0.0,85.0,Corporate Auto,Four-Door Car,872.203927
VA35421,Nevada,F,51829415.18,83527.0,64.0,Personal Auto,Two-Door Car,39.127298
BB41401,Arizona,M,60052147.919999994,26876.0,76.0,Personal Auto,Four-Door Car,364.8
RQ16234,Arizona,F,98375075.86,55099.0,122.0,Corporate Auto,Sports Car,260.265417
DO83789,Arizona,F,52060284.480000004,71661.0,65.0,Personal Auto,Four-Door Car,312.0
AK46006,Oregon,M,362931467.8,18047.0,242.0,Personal Auto,Luxury SUV,1350.379181
CJ59481,Washington,M,28371091.78,90893.0,70.0,Personal Auto,Two-Door Car,70.712507
JL86651,Nevada,M,117850418.10000001,90016.0,102.0,Personal Auto,Four-Door Car,20.405935
AN32867,California,M,31249338.269999996,81285.0,81.0,Personal Auto,Four-Door Car,441.765368
AC67315,Nevada,F,138621001.6,96950.0,115.0,Personal Auto,Sports Car,633.132017
XN90444,California,M,82002697.35,24814.0,69.0,Special Auto,Two-Door Car,331.2
CZ72326,Oregon,F,84562681.79,0.0,90.0,Corporate Auto,Two-Door Car,648.0
FG18525,Nevada,M,21241738.409999996,0.0,61.0,Personal Auto,Two-Door Car,60.5975
HC25359,Oregon,F,90451119.45,52572.0,113.0,Personal Auto,Four-Door Car,441.623031
SM39580,Arizona,M,31873519.930000003,0.0,85.0,Corporate Auto,Two-Door Car,595.160486
UU81720,California,F,81139622.84,41701.0,68.0,Corporate Auto,Four-Door Car,64.646458
WO53546,Oregon,M,340390561.3,0.0,104.0,Personal Auto,Sports Car,499.2
UH76249,Arizona,M,90875868.19,0.0,80.0,Corporate Auto,Four-Door Car,384.0
YP79029,California,M,125197963.89999999,34179.0,107.0,Corporate Auto,Sports Car,770.4
HS79851,Oregon,M,60570720.8,27681.0,83.0,Personal Auto,Two-Door Car,398.4
YR49519,Arizona,M,49670442.480000004,0.0,73.0,Corporate Auto,Four-Door Car,359.35328
AN21193,Washington,F,69333353.25,0.0,70.0,Personal Auto,Four-Door Car,504.0
TS98462,Washington,F,223991294.4,78494.0,69.0,Personal Auto,Two-Door Car,78.189401
OB11898,Nevada,F,21624173.56,0.0,66.0,Personal Auto,Two-Door Car,316.8
RS85283,Oregon,M,217765819.0,56044.0,182.0,Personal Auto,SUV,952.849701
NW19960,Oregon,M,90950498.67999999,37937.0,116.0,Personal Auto,SUV,556.8
AI11191,Arizona,F,42282480.35,77853.0,106.0,Personal Auto,SUV,165.237444
PF24757,Arizona,F,65213688.13,72608.0,82.0,Personal Auto,Four-Door Car,393.6
NY20756,California,M,102090232.4,36568.0,128.0,Personal Auto,SUV,978.621302
EU98982,Arizona,M,76004437.98,0.0,110.0,Personal Auto,SUV,796.987409
GL54755,Washington,F,38946239.83,59578.0,98.0,Corporate Auto,Four-Door Car,403.67601
UF13251,Oregon,M,85107581.96000001,26032.0,109.0,Personal Auto,SUV,638.098653
HK16676,Oregon,M,27128326.87,39618.0,68.0,Corporate Auto,Four-Door Car,326.4
KF80571,Arizona,M,22587939.54,0.0,65.0,Personal Auto,Four-Door Car,625.483498
XB43418,California,M,48158519.43,59438.0,124.0,Special Auto,SUV,562.667789
IA78643,Washington,F,80073993.76,0.0,112.0,Personal Auto,Sports Car,537.6
RI97135,Washington,M,30089695.240000002,0.0,87.0,Personal Auto,Four-Door Car,401.484738
HZ52656,Washington,F,25307051.369999997,89451.0,63.0,Personal Auto,Four-Door Car,61.769564
BM71358,Arizona,M,107871157.19999999,44695.0,91.0,Personal Auto,Four-Door Car,147.954285
DJ42087,California,F,119237536.5,24581.0,101.0,Personal Auto,Four-Door Car,484.8
NV98267,Arizona,M,51863597.17,0.0,73.0,Personal Auto,Four-Door Car,194.944319
YD27780,Arizona,F,101036488.6,72334.0,129.0,Corporate Auto,SUV,412.829624
DZ38951,Oregon,M,64389953.46,19831.0,83.0,Personal Auto,Four-Door Car,398.4
VO84133,California,M,39096365.24,40361.0,98.0,Personal Auto,Four-Door Car,71.169255
FP86246,California,M,132110109.20000002,74656.0,111.0,Personal Auto,Four-Door Car,504.365927
YA37626,Oregon,M,146163681.70000002,25358.0,126.0,Personal Auto,SUV,750.58561
XW54288,California,M,37323450.12,35461.0,95.0,Corporate Auto,Four-Door Car,9.214343
ET81343,California,M,87506435.81,59047.0,76.0,Personal Auto,Four-Door Car,364.8
CW57351,Nevada,F,106626342.2,62409.0,89.0,Personal Auto,Four-Door Car,392.686432
EV39201,California,F,38614862.69,93272.0,95.0,Personal Auto,Four-Door Car,281.110788
YV40022,California,F,98078295.89000002,0.0,135.0,Personal Auto,Sports Car,970.456654
IX44049,Oregon,M,32528284.640000004,20166.0,83.0,Personal Auto,Two-Door Car,398.4
DI51103,Washington,F,27118998.259999998,0.0,74.0,Personal Auto,Four-Door Car,355.2
AS78838,California,M,24535707.94,29735.0,69.0,Personal Auto,Four-Door Car,331.2
YJ16399,California,M,112282896.6,0.0,64.0,Corporate Auto,Four-Door Car,772.83851
LH52773,California,F,230208914.7,97460.0,114.0,Personal Auto,SUV,660.135987
XF99212,Arizona,M,24584479.09,57564.0,63.0,Personal Auto,Two-Door Car,302.4
CL52383,Arizona,F,111600770.6,33232.0,94.0,Special Auto,Four-Door Car,435.527845
DD28380,Arizona,F,131187432.19999999,11854.0,113.0,Personal Auto,Four-Door Car,807.721213
CP87192,California,F,61201853.449999996,23843.0,79.0,Personal Auto,Four-Door Car,344.693511
MH43755,Arizona,F,138810394.7,17961.0,181.0,Personal Auto,Sports Car,476.707749
KT38145,California,F,47874729.73,0.0,64.0,Personal Auto,Four-Door Car,360.110955
FU65756,Arizona,F,81770489.57,54695.0,103.0,Personal Auto,SUV,494.4
YG92601,California,M,33092482.189999998,85632.0,82.0,Personal Auto,Two-Door Car,7.2574
MZ63755,California,F,146354515.8,0.0,139.0,Personal Auto,SUV,667.2
BI33231,California,F,51206156.61,0.0,76.0,Personal Auto,Four-Door Car,277.220384
ZD71862,Oregon,F,192530344.10000002,39895.0,160.0,Personal Auto,SUV,765.591167
VT87641,Washington,F,66467492.97999999,95815.0,82.0,Personal Auto,Four-Door Car,393.6
TN61016,California,F,87424724.72999999,37224.0,74.0,Personal Auto,Four-Door Car,355.2
PX27645,California,M,84673695.13,0.0,122.0,Personal Auto,SUV,1100.088685
IS53899,Nevada,F,69925314.94,94652.0,86.0,Personal Auto,Four-Door Car,412.8
KC69320,Arizona,F,130370333.90000002,28582.0,112.0,Personal Auto,Sports Car,537.6
WR86431,Nevada,F,108837878.50000001,91123.0,138.0,Corporate Auto,SUV,103.462381
TY27229,Arizona,M,91142766.32,85942.0,116.0,Personal Auto,Four-Door Car,79.340118
LC42182,Nevada,F,304425382.4,64321.0,253.0,Personal Auto,Luxury SUV,422.438297
SZ64974,Arizona,M,51043547.19,77025.0,64.0,Personal Auto,Two-Door Car,380.917107
AH89786,Oregon,M,21741119.87,16997.0,65.0,Personal Auto,Two-Door Car,468.0
QO70290,California,M,98902109.98,52408.0,125.0,Personal Auto,Sports Car,179.125777
IR78670,California,M,87191258.49,0.0,116.0,Personal Auto,Four-Door Car,556.8
OU24549,Nevada,M,85167513.66000001,37573.0,112.0,Corporate Auto,SUV,537.6
OO96263,Nevada,F,116068486.8,45893.0,97.0,Personal Auto,Two-Door Car,465.6
SY86059,California,F,37315045.84,0.0,96.0,Corporate Auto,Four-Door Car,460.8
JZ76788,Nevada,M,33030908.14,29385.0,88.0,Personal Auto,Two-Door Car,422.4
AB23825,California,M,88888754.54,21509.0,81.0,Personal Auto,Two-Door Car,413.492922
BH61137,Arizona,F,81735031.4,68144.0,70.0,Personal Auto,Four-Door Car,336.0
QW21716,Nevada,M,49239504.34,31093.0,63.0,Personal Auto,Four-Door Car,302.4
IU95336,Arizona,M,28235017.950000003,24350.0,73.0,Corporate Auto,Four-Door Car,350.4
TY22591,Washington,M,78243727.89,32823.0,100.0,Personal Auto,SUV,480.0
VR18539,Washington,M,83118546.44,44843.0,105.0,Personal Auto,SUV,391.419263
GD89605,Oregon,F,53845326.839999996,59364.0,67.0,Corporate Auto,Four-Door Car,321.6
RD47708,Oregon,M,39786650.51,39101.0,99.0,Personal Auto,Four-Door Car,167.174678
XH47201,California,M,62375072.91,0.0,90.0,Personal Auto,Two-Door Car,432.0
TW62773,Washington,F,69698809.58,27604.0,92.0,Corporate Auto,Two-Door Car,441.6
QP77560,California,F,50240296.43,91603.0,64.0,Personal Auto,Four-Door Car,307.2
QV66305,Washington,F,84140804.25,59828.0,104.0,Personal Auto,SUV,499.2
WC83676,Nevada,M,28015628.31,33247.0,72.0,Special Auto,Four-Door Car,284.956298
QD98396,California,M,50109178.47,45867.0,126.0,Personal Auto,Sports Car,604.8
AM36670,California,F,49977806.88,54827.0,64.0,Personal Auto,Four-Door Car,132.947215
CJ78727,California,F,22360857.179999996,0.0,64.0,Corporate Auto,Two-Door Car,307.2
GN61665,Arizona,M,109347372.60000001,47170.0,139.0,Corporate Auto,Sports Car,667.2
HY49431,California,F,32891329.979999997,21947.0,83.0,Personal Auto,Four-Door Car,366.90936
IK82336,Oregon,F,140141011.9,39018.0,117.0,Personal Auto,SUV,561.6
WA16954,Arizona,M,56043307.739999995,20252.0,71.0,Personal Auto,Four-Door Car,198.227061
QD69852,Oregon,M,29122350.769999996,0.0,88.0,Personal Auto,Four-Door Car,633.6
XG47945,Oregon,M,56168453.25999999,48602.0,70.0,Corporate Auto,Two-Door Car,487.884823
UV57184,California,F,75046859.53999999,97849.0,62.0,Special Auto,Four-Door Car,183.117146
JU55710,Oregon,F,37467516.25,41479.0,94.0,Personal Auto,Two-Door Car,19.575683
PT50287,Oregon,F,29598199.849999998,69746.0,74.0,Personal Auto,Four-Door Car,225.032781
AB73565,California,M,77255357.08,96748.0,96.0,Personal Auto,Two-Door Car,460.8
PK20739,Oregon,M,132486373.50000001,25074.0,112.0,Personal Auto,Two-Door Car,537.6
XI85062,Nevada,M,27177818.48,66463.0,68.0,Personal Auto,Two-Door Car,326.4
KA77514,Washington,M,27341491.580000002,34865.0,69.0,Corporate Auto,Four-Door Car,255.946801
ND80148,California,M,91993889.61,37399.0,116.0,Personal Auto,Four-Door Car,392.826082
AK72422,California,M,290497131.5,21070.0,195.0,Corporate Auto,Sports Car,1404.0
LN49978,Oregon,F,49566206.38,31562.0,66.0,Personal Auto,Four-Door Car,316.8
RZ80299,California,F,55749591.739999995,54684.0,71.0,Personal Auto,Four-Door Car,487.070965
QU53781,Oregon,M,91925928.87,37388.0,117.0,Corporate Auto,SUV,561.6
MD70013,Nevada,F,38787702.31,84981.0,96.0,Personal Auto,Four-Door Car,4.719043
QD97878,Nevada,M,44191169.71000001,24046.0,116.0,Personal Auto,Two-Door Car,556.8
WK24299,California,M,47729438.48,20993.0,133.0,Personal Auto,SUV,638.4
RJ45123,Oregon,M,91015239.16,48029.0,116.0,Personal Auto,SUV,556.8
HM33037,Arizona,M,76090896.16,16233.0,197.0,Personal Auto,Luxury Car,1418.4
QY70905,Arizona,M,26686626.97,30718.0,67.0,Personal Auto,Two-Door Car,321.6
YL86561,Oregon,M,51419764.13,60277.0,65.0,Personal Auto,Four-Door Car,146.390518
LK40971,California,M,74514920.19999999,0.0,107.0,Personal Auto,SUV,770.4
UI44314,Arizona,M,26201670.979999997,31911.0,68.0,Personal Auto,Four-Door Car,245.893663
NN44612,Nevada,F,49098441.98,61402.0,62.0,Personal Auto,Two-Door Car,252.157829
MA37431,California,F,80230752.48,34335.0,101.0,Corporate Auto,Two-Door Car,484.8
DP57381,Nevada,M,204466023.0,71467.0,86.0,Personal Auto,Two-Door Car,324.879569
PX45824,Washington,M,49668484.41,0.0,74.0,Personal Auto,Four-Door Car,532.8
OG17838,Washington,M,35490166.970000006,36168.0,90.0,Personal Auto,Four-Door Car,432.0
WG37485,Oregon,F,53503670.010000005,58357.0,137.0,Personal Auto,Sports Car,708.220713
RV95842,California,M,80652346.36999999,29692.0,77.0,Personal Auto,Four-Door Car,449.352139
NG13451,Oregon,M,78928240.93,29215.0,67.0,Personal Auto,Four-Door Car,327.656191
UQ82778,Oregon,F,45409925.0,0.0,61.0,Personal Auto,Two-Door Car,486.121464
ZG16710,Washington,M,28525271.69,26841.0,74.0,Personal Auto,Four-Door Car,418.534381
OT53330,Arizona,F,107204174.39999999,34837.0,139.0,Personal Auto,SUV,667.2
LZ12396,Arizona,F,47953872.95,33068.0,61.0,Personal Auto,Four-Door Car,213.038013
UU77151,Washington,F,51823934.47,44820.0,133.0,Personal Auto,Sports Car,336.13217
CD71877,Nevada,F,226207484.1,49564.0,193.0,Corporate Auto,Sports Car,286.370988
PA95799,Arizona,M,23207505.57,19581.0,61.0,Personal Auto,Four-Door Car,377.24342
FK28721,Oregon,M,77146501.19,0.0,74.0,Corporate Auto,Two-Door Car,532.8
CM42637,Oregon,M,78803372.12,23129.0,70.0,Personal Auto,Four-Door Car,491.65337
CI47242,Washington,M,90299407.04,0.0,138.0,Personal Auto,SUV,1376.958592
FE46445,Arizona,F,69654239.75,25411.0,86.0,Personal Auto,Four-Door Car,242.807725
PD32854,Arizona,F,151144024.10000002,28513.0,100.0,Personal Auto,SUV,480.0
GV35061,Oregon,M,225237063.00000003,69346.0,63.0,Special Auto,Two-Door Car,246.284609
BG44829,Oregon,F,107601761.2,74835.0,133.0,Corporate Auto,SUV,107.645982
RH83684,Oregon,F,58089325.98,43282.0,72.0,Personal Auto,Two-Door Car,166.799814
SB82356,Nevada,F,305916125.70000005,11276.0,91.0,Corporate Auto,Four-Door Car,436.8
TW49116,Nevada,M,22201874.259999998,0.0,62.0,Personal Auto,Four-Door Car,311.506082
RJ39700,Oregon,M,49140358.33,10037.0,71.0,Personal Auto,Four-Door Car,292.181494
LO40410,Oregon,F,23955700.000000004,21986.0,63.0,Personal Auto,Two-Door Car,333.696228
SX85653,Arizona,F,55225242.23,85609.0,136.0,Personal Auto,SUV,652.8
PH91033,Oregon,M,158087575.7,86347.0,130.0,Personal Auto,Sports Car,593.779554
LC69427,Oregon,F,28273286.03,20368.0,72.0,Corporate Auto,Four-Door Car,345.6
MZ85889,California,F,54215244.97,25778.0,68.0,Corporate Auto,Two-Door Car,20.141289
GL82358,Nevada,F,25145919.6,43860.0,65.0,Corporate Auto,Four-Door Car,156.124914
AM94127,Oregon,M,51576422.81999999,93303.0,65.0,Corporate Auto,Four-Door Car,40.757983
TO19482,Oregon,M,48746652.230000004,67467.0,61.0,Personal Auto,Two-Door Car,365.879938
WA68850,Arizona,M,41980252.5,30598.0,106.0,Personal Auto,SUV,508.8
ER97256,Arizona,F,53808986.36000001,55350.0,67.0,Personal Auto,Four-Door Car,321.6
CK85904,California,F,134669207.1,11432.0,119.0,Corporate Auto,SUV,571.2
GH30325,Oregon,M,24244246.779999997,27093.0,61.0,Personal Auto,Four-Door Car,292.8
LG98245,Nevada,M,38238538.15,0.0,108.0,Personal Auto,SUV,777.6
KW31376,Oregon,F,138833293.4,0.0,197.0,Corporate Auto,Luxury Car,1418.4
XZ45224,Oregon,F,24385338.97,38961.0,62.0,Corporate Auto,Two-Door Car,297.6
HD56196,Oregon,F,340900359.8,51840.0,94.0,Corporate Auto,Two-Door Car,33.747903
EM39400,Nevada,M,28403025.75,79181.0,72.0,Personal Auto,Four-Door Car,241.277426
FP39090,Oregon,M,241275040.20000002,14072.0,71.0,Special Auto,Four-Door Car,511.2
CE17166,California,M,75961437.77000001,56225.0,97.0,Personal Auto,Four-Door Car,465.6
HF67477,Washington,M,150962702.3,14909.0,199.0,Personal Auto,Luxury Car,1238.077611
GJ79432,Nevada,M,60052147.919999994,26876.0,76.0,Personal Auto,Four-Door Car,364.8
ZE17448,Oregon,M,34552306.699999996,68401.0,88.0,Personal Auto,Four-Door Car,242.254164
SK65854,Nevada,F,57285810.37,29730.0,72.0,Personal Auto,Four-Door Car,463.21435
RT23641,Oregon,F,51632283.65,35577.0,130.0,Personal Auto,SUV,574.51239
PY79113,California,M,26026508.42,41958.0,66.0,Corporate Auto,Four-Door Car,206.818326
EP61197,Oregon,F,326430765.1,77915.0,115.0,Personal Auto,Four-Door Car,552.0
IL12516,Oregon,F,27897473.9,15514.0,74.0,Corporate Auto,Four-Door Car,355.2
BF55854,Nevada,F,112500985.7,29505.0,284.0,Personal Auto,Luxury Car,1979.444237
GP19791,California,F,165109672.2,31356.0,68.0,Personal Auto,Two-Door Car,326.4
II16403,California,F,76079837.12,31456.0,199.0,Personal Auto,Luxury SUV,436.695385
SS28002,Arizona,F,56037393.19999999,95284.0,69.0,Personal Auto,Four-Door Car,327.647322
VT97066,Nevada,M,66744480.50000001,0.0,98.0,Personal Auto,Two-Door Car,931.648937
FH97700,Washington,F,40494150.27,62864.0,104.0,Personal Auto,Two-Door Car,171.213743
NB96938,Oregon,M,49580162.06,22842.0,65.0,Personal Auto,Four-Door Car,468.0
HY32811,California,F,78501280.57000001,67186.0,66.0,Personal Auto,Four-Door Car,184.936711
MB69465,Arizona,M,63825834.519999996,0.0,87.0,Personal Auto,Four-Door Car,417.6
LE12086,Oregon,F,57374995.95,68946.0,71.0,Personal Auto,Four-Door Car,309.627788
IO89174,Oregon,F,76880235.06,56680.0,100.0,Personal Auto,SUV,480.0
DB26077,Arizona,F,48734366.120000005,18866.0,126.0,Personal Auto,SUV,604.8
NB98740,California,F,28246812.169999994,82875.0,70.0,Personal Auto,Four-Door Car,455.337179
EL82767,Arizona,F,37223680.160000004,0.0,109.0,Personal Auto,SUV,523.2
AK54675,California,F,55359636.48,84863.0,138.0,Corporate Auto,SUV,691.697458
EW67766,California,F,47278341.0,0.0,127.0,Personal Auto,SUV,609.6
JS36743,California,M,23786673.28,54753.0,61.0,Personal Auto,Four-Door Car,292.8
TV20901,California,F,93378952.27999999,76381.0,116.0,Special Auto,Two-Door Car,556.8
LQ20969,California,M,61899943.370000005,59523.0,78.0,Personal Auto,Four-Door Car,343.789779
BZ33435,Arizona,F,56382626.080000006,56017.0,71.0,Corporate Auto,Four-Door Car,51.995897
OA55110,Arizona,M,52643617.550000004,14306.0,74.0,Corporate Auto,Four-Door Car,355.061143
YJ42538,Arizona,F,40356838.3,21359.0,101.0,Personal Auto,Sports Car,484.8
XB64207,Arizona,F,41174697.0,86101.0,102.0,Personal Auto,SUV,344.736945
KZ80424,Washington,M,83824783.92,25998.0,71.0,Personal Auto,Four-Door Car,791.878042
BC34309,California,F,24351479.86,64341.0,61.0,Personal Auto,Four-Door Car,79.934072
JC34468,California,F,65990819.32,36060.0,165.0,Special Auto,Sports Car,774.558233
ON34922,Oregon,M,53539321.220000006,61894.0,67.0,Personal Auto,Four-Door Car,266.996814
MQ93707,Oregon,M,67475242.75,26721.0,65.0,Personal Auto,Four-Door Car,312.0
SY28542,Nevada,F,74121352.55999999,59940.0,94.0,Personal Auto,Four-Door Car,303.098944
RA29518,Washington,M,55123422.58,45971.0,138.0,Special Auto,SUV,139.826393
No34698,Oregon,M,40153400.5,80055.0,100.0,Corporate Auto,SUV,121.945071
VK37392,Arizona,M,77724734.63999999,58345.0,98.0,Personal Auto,Four-Door Car,346.971517
LJ43082,Oregon,F,46389453.64999999,0.0,71.0,Personal Auto,Two-Door Car,143.276484
FI90697,Oregon,M,105075014.4,76549.0,132.0,Personal Auto,SUV,616.349424
DR93103,Arizona,F,175569912.1,36212.0,73.0,Personal Auto,Two-Door Car,119.033795
XR37151,California,F,91037000.91,0.0,131.0,Personal Auto,Sports Car,628.8
ZZ43513,California,M,131105489.89999999,73597.0,114.0,Personal Auto,SUV,485.183645
QW81912,California,F,80062199.48,63762.0,99.0,Personal Auto,Four-Door Car,108.161276
AZ50087,California,M,68072715.88,32787.0,86.0,Personal Auto,Two-Door Car,568.58486
HQ87008,California,F,26276102.019999996,94962.0,67.0,Personal Auto,Two-Door Car,321.6
FM30352,Oregon,F,90957445.65,0.0,256.0,Personal Auto,Luxury Car,1943.772393
PD30266,California,F,50156435.75,73809.0,125.0,Special Auto,SUV,537.315879
GA50461,Oregon,F,47268693.27,13037.0,124.0,Personal Auto,SUV,839.348464
FY84962,California,M,30591821.81,0.0,88.0,Personal Auto,Four-Door Car,989.200247
GT14584,Oregon,F,41225699.57,75272.0,103.0,Personal Auto,SUV,71.647924
IA87250,Arizona,F,26209037.290000003,39278.0,66.0,Personal Auto,Four-Door Car,65.590217
MM67983,Oregon,M,49388932.41,36913.0,62.0,Personal Auto,Four-Door Car,90.569696
MW40110,California,M,46910435.97,0.0,74.0,Personal Auto,Four-Door Car,407.218947
SH93005,California,M,60058473.75000001,13528.0,86.0,Personal Auto,Four-Door Car,412.8
KD69941,California,M,49416501.59,0.0,137.0,Personal Auto,SUV,986.4
JV38934,Washington,F,22544020.240000002,0.0,65.0,Personal Auto,Four-Door Car,768.797656
XI16714,Arizona,F,25540320.52,0.0,72.0,Corporate Auto,Four-Door Car,405.804184
DG68667,Arizona,M,81239555.66,12617.0,108.0,Personal Auto,SUV,648.925597
AR40217,Oregon,F,190790951.79999998,42754.0,65.0,Personal Auto,Two-Door Car,279.715067
IM73868,Oregon,M,104615829.8,0.0,155.0,Corporate Auto,Sports Car,1116.0
BR44176,California,F,46692266.4,76157.0,116.0,Personal Auto,Two-Door Car,556.8
MY51849,Oregon,F,49038106.06,0.0,66.0,Personal Auto,Four-Door Car,469.6093
FQ61281,Oregon,M,833253811.9,58958.0,231.0,Personal Auto,Luxury Car,1108.8
NJ72300,Oregon,F,80090282.02000001,0.0,107.0,Personal Auto,SUV,740.963933
YO81740,Oregon,F,238956779.0,0.0,98.0,Personal Auto,Four-Door Car,705.6
WM25415,Oregon,F,77323851.03,34430.0,65.0,Personal Auto,Two-Door Car,184.958966
GU41036,Oregon,M,94162844.1,13411.0,127.0,Personal Auto,SUV,609.6
NN66592,California,M,59235188.28,73758.0,74.0,Personal Auto,Four-Door Car,301.562622
TO29918,California,F,38330667.68,0.0,116.0,Personal Auto,Sports Car,1397.954723
PF53601,Oregon,M,284320020.2,17130.0,198.0,Special Auto,Luxury SUV,950.4
TF61492,Washington,F,55537565.510000005,0.0,92.0,Personal Auto,Four-Door Car,662.4
PD52748,Oregon,F,100365363.4,0.0,134.0,Personal Auto,SUV,1353.28906
TF68928,Arizona,M,65755381.7,10517.0,92.0,Personal Auto,Four-Door Car,441.540848
VZ79366,California,M,43629312.38,58842.0,110.0,Personal Auto,Four-Door Car,528.0
SQ53118,California,M,78737082.19,22355.0,71.0,Personal Auto,Four-Door Car,340.8
QZ56257,Washington,F,130210853.0,0.0,223.0,Personal Auto,Luxury Car,1605.6
ZI34278,Arizona,F,44922334.8,21137.0,61.0,Personal Auto,Four-Door Car,292.8
ZB82406,Oregon,F,66504566.53,0.0,99.0,Personal Auto,Four-Door Car,712.8
OP93305,California,M,110937159.1,78255.0,95.0,Personal Auto,Four-Door Car,456.0
CK31454,Arizona,F,51071630.02,35625.0,65.0,Special Auto,Four-Door Car,288.572108
FX81675,California,F,73343280.83,87957.0,61.0,Personal Auto,Four-Door Car,308.321335
BK85520,Oregon,F,49965646.94,25915.0,64.0,Corporate Auto,Two-Door Car,317.979988
KB18303,California,M,86588638.13,62464.0,109.0,Corporate Auto,Sports Car,400.181882
GX47381,California,M,96575794.97999999,0.0,131.0,Corporate Auto,SUV,628.8
RX31862,California,M,61767003.92,49529.0,78.0,Personal Auto,Two-Door Car,234.723464
YQ58965,California,F,28673121.970000003,23376.0,78.0,Personal Auto,Four-Door Car,374.4
HG60406,California,M,28214487.070000004,0.0,81.0,Personal Auto,Four-Door Car,583.2
BC52397,Arizona,M,28435577.020000003,67952.0,71.0,Personal Auto,Two-Door Car,167.405624
AR69517,California,M,117904961.7,25251.0,66.0,Corporate Auto,Four-Door Car,316.8
JJ23168,Arizona,F,77856665.32000001,20497.0,65.0,Personal Auto,Four-Door Car,425.358596
NB39218,California,M,123150948.9,68420.0,104.0,Personal Auto,Four-Door Car,499.2
FP95606,Arizona,F,48109785.8,24711.0,122.0,Personal Auto,Sports Car,259.998169
YP27180,California,F,272793364.7,76530.0,119.0,Personal Auto,SUV,254.149197
